dataset_id,resolved,native_or_converted,main_branch_extensions
google-research-datasets/go_emotions,True,native,.gitattributes;.md;.parquet
cais/mmlu,True,native,.gitattributes;.json;.md;.parquet;.py;.tar
stanfordnlp/imdb,True,native,.gitattributes;.md;.parquet
coastalcph/lex_glue,True,native,.gitattributes;.md;.parquet
openslr/librispeech_asr,True,native,.gitattributes;.md;.parquet
allenai/math_qa,True,auto_converted,.gitattributes;.md;.py
google-research-datasets/mbpp,True,native,.gitattributes;.md;.parquet
nyu-mll/multi_nli,True,native,.gitattributes;.md;.parquet
openai/openai_humaneval,True,native,.gitattributes;.md;.parquet
allenai/openbookqa,True,native,.gitattributes;.md;.parquet
Skylion007/openwebtext,True,native,.gitattributes;.md;.parquet
Helsinki-NLP/opus-100,True,native,.gitattributes;.md;.parquet
Helsinki-NLP/opus_books,True,native,.gitattributes;.md;.parquet
ybisk/piqa,True,auto_converted,.gitattributes;.md;.py
ucirvine/reuters21578,True,auto_converted,.gitattributes;.gz;.md;.py
xlangai/spider,True,native,.gitattributes;.md;.parquet
stanfordnlp/sst,True,auto_converted,.gitattributes;.md;.py
EleutherAI/pile,True,auto_converted,.gitattributes;.md;.py
karpathy/tiny_shakespeare,True,auto_converted,.gitattributes;.md;.py
mandarjoshi/trivia_qa,True,native,.gitattributes;.md;.parquet
stanfordnlp/web_questions,True,native,.gitattributes;.md;.parquet
legacy-datasets/wikipedia,True,native,.gitattributes;.md;.parquet;.py
allenai/winogrande,True,native,.gitattributes;.md;.parquet
wmt/wmt14,True,native,.gitattributes;.md;.parquet
Akila/ForgottenRealmsWikiDataset,True,auto_converted,.bin;.dot;.gitattributes;.json;.jsonl;.md;.txt
GonzaloA/fake_news,True,native,.csv;.gitattributes;.json;.md;.parquet
IlyaGusev/gazeta,True,native,.gitattributes;.md;.parquet
NLPC-UOM/Sinhala-POS-Data,True,auto_converted,.gitattributes;.md;.pdf;.py;.txt
allenai/c4,True,auto_converted,.gitattributes;.gz;.md
bigscience-catalogue-data-dev/lm_code_github-eval_subset,True,auto_converted,.gitattributes;.jsonl
ccdv/arxiv-summarization,True,native,.gitattributes;.md;.parquet
ccdv/cnn_dailymail,True,auto_converted,.gitattributes;.md;.py;.tgz
ccdv/pubmed-summarization,True,native,.gitattributes;.md;.parquet
csebuetnlp/xlsum,True,auto_converted,.bz2;.gitattributes;.md;.py;.zip
erwanlc/cocktails_recipe,True,auto_converted,.csv;.gitattributes;.md
facebook/multilingual_librispeech,True,native,.gitattributes;.gz;.md;.parquet;.py;.txt
gmnlp/tico19,True,auto_converted,.gitattributes;.json;.md;.py;.tsv
keshan/multispeaker-tts-sinhala,True,auto_converted,.gitattributes;.gz;.md;.py;.tsv
pmc/open_access,True,auto_converted,.gitattributes;.md;.py
roskoN/dailydialog,True,auto_converted,.gitattributes;.md;.py;.zip
unicamp-dl/mmarco,True,auto_converted,.gitattributes;.md;.py;.pyc;.tsv;.txt
google/xtreme_s,True,auto_converted,.gitattributes;.md;.png;.py;.tsv
ai4bharat/IndicSentenceSummarization,True,auto_converted,.gitattributes;.md;.py;.zip
openclimatefix/uk_pv,True,native,.csv;.gitattributes;.md;.parquet;.png
Pavithree/eli5,True,auto_converted,.gitattributes;.json;.md
Divyanshu/indicxnli,True,auto_converted,.gitattributes;.gitignore;.json;.md;.py
google/fleurs,True,native,.gitattributes;.gz;.md;.parquet;.tsv;.zip
alisawuffles/WANLI,True,auto_converted,.gitattributes;.jsonl;.md
ranjaykrishna/visual_genome,True,auto_converted,.gitattributes;.md;.py
blinoff/kinopoisk,True,auto_converted,.gitattributes;.jsonl;.md;.py
PolyAI/banking77,True,auto_converted,.gitattributes;.json;.md;.py
AmazonScience/massive,True,auto_converted,.cff;.gitattributes;.md;.py
jamescalam/world-cities-geo,True,auto_converted,.gitattributes;.jsonl;.md
google/wit,True,auto_converted,.gitattributes;.json;.md;.py;.zip
Fhrozen/FSD50k,True,auto_converted,.csv;.gitattributes;.gitignore;.json;.md;.py;.wav
laion/relaion-high-resolution,True,native,.crc;.gitattributes;.parquet
domenicrosati/TruthfulQA,True,auto_converted,.csv;.gitattributes;.md
mteb/amazon_massive_scenario,True,auto_converted,.gitattributes;.gz;.md
khalidalt/tydiqa-goldp,True,auto_converted,.gitattributes;.json;.jsonl;.md;.py
laion/relaion1B-nolang-aesthetic,True,native,.crc;.gitattributes;.parquet
mteb/sts22-crosslingual-sts,True,auto_converted,.csv;.gitattributes;.gz;.json;.log;.md;.png;.py;.yaml
ETHZurich/biwi_kinect_head_pose,True,auto_converted,.gitattributes;.md;.py
scikit-learn/breast-cancer-wisconsin,True,auto_converted,.csv;.gitattributes;.md
CShorten/ML-ArXiv-Papers,True,auto_converted,.csv;.gitattributes;.md
ConvLab/kvret,True,auto_converted,.gitattributes;.json;.md;.py;.zip
kensho/spgispeech,True,native,.gitattributes;.md;.parquet
zh-plus/tiny-imagenet,True,native,.gitattributes;.json;.md;.parquet;.py
deepmind/code_contests,True,native,.gitattributes;.json;.md;.parquet
Artificio/WikiArt,True,native,.gitattributes;.json;.md;.parquet
RUCAIBox/Translation,True,auto_converted,.gitattributes;.md;.tgz
tyqiangz/multilingual-sentiments,True,auto_converted,.ds_store;.gitattributes;.json;.md;.py
csebuetnlp/BanglaNMT,True,auto_converted,.bz2;.gitattributes;.md;.py
priyank-m/SROIE_2019_text_recognition,True,auto_converted,.gitattributes;.md;.zip
ShapeNet/shapenetcore-glb,True,auto_converted,.gitattributes;.glb;.json;.md
cardiffnlp/tweet_topic_single,True,auto_converted,.gitattributes;.gitignore;.json;.md;.py
zai-org/humaneval-x,True,auto_converted,.gitattributes;.jsonl;.md;.py
miracl/miracl-corpus,True,auto_converted,.gitattributes;.gz;.md;.py
detection-datasets/coco,True,native,.gitattributes;.json;.md;.parquet
miracl/miracl,True,auto_converted,.gitattributes;.md;.py;.tsv
esb/datasets,True,auto_converted,.gitattributes;.md;.py
mrmoor/cyber-threat-intelligence-relations-only,True,auto_converted,.gitattributes;.jsonl;.md
poloclub/diffusiondb,True,native,.gitattributes;.gitignore;.md;.parquet;.py;.zip
mrmoor/cyber-threat-intelligence-splited,True,auto_converted,.gitattributes;.jsonl;.md
bond005/sberdevices_golos_10h_crowd,True,native,.gitattributes;.json;.md;.parquet
Dialogue-Model-Research-Group/baike,True,auto_converted,.gitattributes;.gz;.md;.tar
VietAI/vi_pubmed,True,native,.gitattributes;.md;.parquet
pacovaldez/stackoverflow-questions,True,native,.gitattributes;.md;.parquet
andyyang/stable_diffusion_prompts_2m,True,auto_converted,.gitattributes;.md;.tsv;.txt
Jzuluaga/atcosim_corpus,True,native,.gitattributes;.md;.parquet;.py
sayakpaul/nyu_depth_v2,True,auto_converted,.gitattributes;.md;.py;.tar
nbtpj/multi-context-long-answer-dataset,True,native,.gitattributes;.json;.parquet
bhargavsdesai/laion_improved_aesthetics_6.5plus_with_images,True,native,.gitattributes;.parquet
RussianNLP/wikiomnia,True,auto_converted,.gitattributes;.json;.md;.py
keremberke/license-plate-object-detection,True,auto_converted,.gitattributes;.jpg;.json;.md;.py;.txt;.zip
theatticusproject/cuad,True,auto_converted,.csv;.gitattributes;.json;.md;.pdf;.txt;.xlsx
theatticusproject/maud,True,auto_converted,.csv;.gitattributes;.md;.pdf;.txt
juancavallotti/multilingual-gec,True,native,.gitattributes;.json;.md;.parquet
docling-project/DocLayNet,True,auto_converted,.gitattributes;.gitignore;.md;.py
Hello-SimpleAI/HC3-Chinese,True,auto_converted,.gitattributes;.jsonl;.md;.py
LangChainHub-Prompts/LLM_Math,True,auto_converted,.gitattributes;.json;.md
metaeval/nli-veridicality-transitivity,True,auto_converted,.gitattributes;.md;.tsv
marianna13/ocr_books,True,native,.gitattributes;.parquet
dirtycomputer/simplifyweibo_4_moods,True,auto_converted,.csv;.gitattributes
vaishaal/ImageNetV2,True,auto_converted,.gitattributes;.gz;.md
jungsungmoon/Korean_dialog,True,auto_converted,.csv;.gitattributes;.md;.xlsx
wwydmanski/UNSW-NB15,True,native,.gitattributes;.md;.parquet
Den4ikAI/russian_instructions_2,True,auto_converted,.gitattributes;.jsonl;.md
trpakov/chest-xray-classification,True,auto_converted,.gitattributes;.jpg;.json;.md;.py;.txt;.zip
tatsu-lab/alpaca,True,native,.gitattributes;.md;.parquet
openclimatefix/dwd-icon-eu,True,auto_converted,.gitattributes;.md;.png;.zip
tasksource/reclor,True,auto_converted,.gitattributes;.json;.md
shibing624/AdvertiseGen,True,auto_converted,.gitattributes;.json;.md
bigcode/starcoderdata,True,native,.gitattributes;.md;.parquet
YeungNLP/firefly-train-1.1M,True,auto_converted,.gitattributes;.jsonl;.md;.png
P1ayer-1/chatgpt-conversations-chatlogs.net,True,auto_converted,.gitattributes;.json;.jsonl;.md
JeanKaddour/minipile,True,native,.gitattributes;.md;.parquet
EdwardLin2023/AESDD,True,auto_converted,.ds_store;.gitattributes;.md;.py
Artificio/WikiArt_Full,True,native,.gitattributes;.md;.parquet
Harsit/xnli2.0_train_bhojpuri,True,auto_converted,.csv;.gitattributes
ai-forever/spellcheck_benchmark,True,auto_converted,.gitattributes;.json;.md;.py
izumi-lab/llm-japanese-dataset,True,auto_converted,.gitattributes;.jsonl;.md;.py
teknium/GPT4-LLM-Cleaned,True,auto_converted,.gitattributes;.json;.md;.py
zetavg/zh-tw-wikipedia,True,native,.gitattributes;.md;.parquet
Nekofox/ja-zh-twitter-translate,True,auto_converted,.gitattributes;.json;.md
roneneldan/TinyStoriesInstruct,True,auto_converted,.gitattributes;.md;.txt
mvasiliniuc/iva-swift-codeint-clean-train,True,auto_converted,.ds_store;.gitattributes;.gz;.md
alpayariyak/IAM_Sentences,True,native,.gitattributes;.md;.parquet
AlekseyKorshuk/roleplay-characters,True,native,.gitattributes;.md;.parquet
l-lt/LaSOT,True,auto_converted,.gitattributes;.md;.txt;.zip
l-lt/LaSOT-ext,True,auto_converted,.gitattributes;.md;.zip
Kamtera/ParsiGoo,True,auto_converted,.csv;.gitattributes;.md;.py;.zip
Langame/conversation-starters,True,native,.gitattributes;.md;.parquet
swaption2009/cyber-threat-intelligence-custom-data,True,auto_converted,.gitattributes;.md;.tsv
MMInstruction/M3IT-80,True,auto_converted,.gitattributes;.jsonl;.md;.py;.zip
rhasspy/piper-checkpoints,True,auto_converted,.ckpt;.gitattributes;.gz;.json;.md;.sh
mlfoundations/datacomp_1b,True,native,.gitattributes;.md;.npz;.parquet
jlvdoorn/atco2-asr-atcosim,True,native,.gitattributes;.md;.parquet
alpindale/visual-novels,True,auto_converted,.gitattributes;.json;.md;.txt;.zst
sepideh4jm/swift,True,native,.gitattributes;.md;.parquet
HausaNLP/AfriSenti-Twitter,True,auto_converted,.gitattributes;.json;.md;.py
fazni/roles-based-on-skills,True,native,.csv;.gitattributes;.md;.parquet
ParsiAI/digikala-sentiment-analysis,True,auto_converted,.csv;.gitattributes;.md
richardr1126/spider-schema,True,auto_converted,.gitattributes;.json;.md
jhu-clsp/SARA,True,auto_converted,.gitattributes;.jsonl;.md
alexshengzhili/Accel2ActivityCrawl,True,native,.gitattributes;.md;.parquet
QuixiAI/open-instruct-uncensored,True,auto_converted,.gitattributes;.jsonl;.md;.py
nielsr/datacomp-small-filtered,True,native,.gitattributes;.md;.parquet
Chat-Error/tinystories-gpt4,True,native,.gitattributes;.parquet
JourneyDB/JourneyDB,True,auto_converted,.gitattributes;.jpeg;.jpg;.md;.tgz
seanghay/khmer_grkpp_speech,True,native,.gitattributes;.md;.parquet
jinmang2/ucf_crime,True,auto_converted,.gitattributes;.md;.py;.txt;.zip
TMZN/baidubaike,True,auto_converted,.css;.exe;.gitattributes;.md;.mdx;.png
SillyL12324/girls,True,native,.gitattributes;.md;.parquet
zai-org/webglm-qa,True,auto_converted,.gitattributes;.jsonl;.md
FreedomIntelligence/CMB,True,auto_converted,.gitattributes;.json;.md;.png;.svg;.zip
0xDing/wikipedia-cn-20230720-filtered,True,auto_converted,.gitattributes;.json;.md
dimanchkek/Deepfacelive-DFM-Models,True,auto_converted,.7z;.dat;.dfm;.exe;.gitattributes;.md;.npy;.pak;.rar;.txt;.zip
izumi-lab/wikipedia-ja-20230720,True,native,.gitattributes;.md;.parquet
OleehyO/latex-formulas,True,native,.gitattributes;.md;.parquet
joey00072/TinyStories-SFT,True,auto_converted,.gitattributes;.gz;.json;.md
docling-project/PubTables-1M_OTSL,True,native,.gitattributes;.md;.parquet
totally-not-an-llm/EverythingLM-data-V2,True,auto_converted,.gitattributes;.json;.md;.py
nascetti-a/BioMassters,True,auto_converted,.csv;.gitattributes;.md;.png;.tar;.z01;.z02;.z03;.z04;.z05;.z06;.z07;.z08;.z09;.z10;.z11;.z12;.z13;.zip
AhmedSSabir/Gulf-Arabic-Tweets-2018-2020,True,auto_converted,.csv;.gitattributes;.md
allenai/objaverse-xl,True,native,.gitattributes;.gitignore;.md;.parquet
ProgramComputer/voxceleb,True,auto_converted,.csv;.gitattributes;.md;.zip
malaysia-ai/pretrain-text-dataset,True,auto_converted,.gitattributes;.jsonl;.md
nojiyoon/shilla-clothing-text-and-image-dataset,True,native,.gitattributes;.md;.parquet
OpenDriveLab/DriveLM,True,auto_converted,.gitattributes;.json;.md;.txt;.zip
bitext/Bitext-customer-support-llm-chatbot-training-dataset,True,auto_converted,.csv;.gitattributes;.md
VatsaDev/NanoChatGPT,True,auto_converted,.gitattributes;.md;.txt
xuqinyang/BaiduBaike-5.63M,True,auto_converted,.gitattributes;.json
bstee615/bigvul,True,native,.gitattributes;.md;.parquet
allenai/MADLAD-400,True,auto_converted,.gitattributes;.gz;.md;.zip
Maxx0/sexting-nsfw-adultconten,True,auto_converted,.csv;.gitattributes
uonlp/CulturaX,True,native,.gitattributes;.md;.parquet;.py;.sha256
cmaldona/Generalization-MultiClass-CLINC150-ROSTD,True,auto_converted,.csv;.gitattributes;.md
mirzaei2114/stackoverflowVQA-filtered-small,True,native,.gitattributes;.md;.parquet
euirim/goodwiki,True,native,.gitattributes;.md;.parquet
AdaptLLM/finance-tasks,True,auto_converted,.gitattributes;.json;.md;.png
AdaptLLM/law-tasks,True,auto_converted,.gitattributes;.json;.md;.png
mychen76/wildreceipts_ocr_eval,True,native,.gitattributes;.md;.parquet
AlekseyKorshuk/PIPPA-lmgym-old,True,native,.gitattributes;.md;.parquet
glaiveai/glaive-code-assistant,True,auto_converted,.gitattributes;.json;.md
mozci/logobookDB,True,native,.gitattributes;.md;.parquet
clam004/antihallucination_dataset,True,auto_converted,.gitattributes;.jsonl;.md
mindchain/wikitext2,True,auto_converted,.gitattributes;.json;.md;.py
neural-bridge/rag-dataset-12000,True,native,.gitattributes;.md;.parquet
umarigan/turkish_corpus,True,native,.gitattributes;.md;.parquet
apf1/datafilteringnetworks_2b,True,auto_converted,.gitattributes;.md;.npy
AiresPucrs/chest-xray,True,auto_converted,.gitattributes;.md;.zip
a686d380/h-corpus-raw,True,auto_converted,.gitattributes;.md;.zip
CherryDurian/shadow-alignment,True,native,.gitattributes;.md;.parquet
osunlp/TableInstruct,True,auto_converted,.gitattributes;.json;.md
EleutherAI/proof-pile-2,True,auto_converted,.gitattributes;.jpg;.md;.model;.py;.zst
xu3kev/BIRD-SQL-data-train,True,native,.gitattributes;.md;.parquet
distil-whisper/earnings22,True,native,.gitattributes;.md;.parquet
yufan/SFT_Chinese_General,True,native,.gitattributes;.md;.parquet
AI4Math/MathVista,True,native,.gitattributes;.json;.md;.parquet;.zip
jxu124/OpenX-Embodiment,True,auto_converted,.gitattributes;.md;.py;.tar
WeixiangYan/CodeTransOcean,True,auto_converted,.gitattributes;.json;.md
togethercomputer/RedPajama-Data-V2,True,native,.gitattributes;.gitignore;.gz;.json;.md;.parquet;.py;.txt
lmsys/toxic-chat,True,auto_converted,.csv;.gitattributes;.md
andreped/AeroPath,True,auto_converted,.gitattributes;.gz;.md;.py
ai4privacy/pii-masking-200k,True,auto_converted,.gitattributes;.json;.jsonl;.md;.png
justinphan3110/harmful_harmless_instructions,True,native,.gitattributes;.md;.parquet
creative-graphic-design/Rico,True,native,.gitattributes;.md;.parquet
allenai/WildChat-nontoxic,True,native,.gitattributes;.md;.parquet
PatronusAI/financebench,True,auto_converted,.gitattributes;.jsonl;.md
liminghao1630/API-Bank,True,auto_converted,.gitattributes;.json;.md
musab-mk/lmsys-chat-1m_deduped,True,native,.gitattributes;.md;.parquet
ise-uiuc/Magicoder-OSS-Instruct-75K,True,auto_converted,.gitattributes;.jsonl;.md
ise-uiuc/Magicoder-Evol-Instruct-110K,True,auto_converted,.gitattributes;.jsonl;.md
tum-nlp/span-similarity-dataset,True,auto_converted,.gitattributes;.md;.tsv
QuixiAI/dolphin-coder,True,auto_converted,.gitattributes;.jsonl;.md;.py
pixparse/cc3m-wds,True,auto_converted,.gitattributes;.json;.md;.tar
hezarai/parsynth-ocr-200k,True,native,.gitattributes;.md;.parquet;.yaml
rasoul-nikbakht/TSpec-LLM,True,auto_converted,.docx;.gitattributes;.ipynb;.json;.md;.png;.py;.sh;.txt;.yaml
LDJnr/Capybara,True,auto_converted,.gitattributes;.jsonl;.md
osv5m/osv5m,True,auto_converted,.csv;.gitattributes;.md;.py;.zip
ikala/tmmluplus,True,auto_converted,.csv;.gitattributes;.md;.png
DL3DV/DL3DV-10K-Sample,True,auto_converted,.bin;.csv;.db;.gitattributes;.h5;.json;.md;.mp4;.png;.txt
GAIR/MathPile,True,auto_converted,.gitattributes;.gz;.md;.png
Silly-Machine/TuPyE-Dataset,True,auto_converted,.csv;.gitattributes;.gitignore;.md
wltjr1007/DomainNet,True,native,.gitattributes;.md;.parquet
HuggingFaceM4/WebSight,True,native,.gitattributes;.md;.parquet
VatsaDev/worldbuild,True,auto_converted,.gitattributes;.jsonl;.md
Tele-AI/TeleChat-PTD,True,auto_converted,.gitattributes;.gz;.md;.pdf
Undi95/toxic-dpo-v0.1-NoWarning,True,auto_converted,.gitattributes;.json
jetaudio/chinese_web_novels,True,native,.gitattributes;.md;.parquet
ChristophSchuhmann/Mega-Fast-KNN-Captioning,True,native,.gitattributes;.index;.info;.md;.parquet
evalplus/mbppplus,True,native,.gitattributes;.md;.parquet
bai-roleplay/evol-character-entire,True,auto_converted,.gitattributes;.json;.md;.png
mythicinfinity/libritts_r,True,native,.gitattributes;.md;.parquet;.py
classla/ParlaSpeech-HR,True,native,.gitattributes;.md;.parquet
Iceclear/AADB,True,auto_converted,.gitattributes;.md;.zip
numind/NuNER,True,auto_converted,.csv;.gitattributes;.md;.txt
wesley7137/shopping_csv,True,auto_converted,.csv;.gitattributes
akashsalmuthe/ind_passport,True,auto_converted,.arrow;.gitattributes
Zihan1004/FNSPID,True,auto_converted,.csv;.md;.zip
sxiong/Power-equipment-image-dataset,True,auto_converted,.gitattributes;.md;.zip
bigcode/the-stack-v2-dedup,True,native,.gitattributes;.md;.parquet
gayane/BBBP,True,native,.arrow;.gitattributes;.json;.md;.parquet
free-law/Caselaw_Access_Project,True,native,.gitattributes;.md;.parquet;.png
ethux/Dutch-GOV-Law-wetten.overheid.nl,True,auto_converted,.csv;.gitattributes;.md
yesidobyte/nsfw1024,True,auto_converted,.gitattributes;.zip
SALT-NLP/Design2Code,True,auto_converted,.gitattributes;.html;.jpg;.md;.png
ai4bharat/sangraha,True,native,.gitattributes;.gitignore;.md;.parquet
wesley7137/shoppingai,True,auto_converted,.gitattributes;.json
RMT-team/babilong,True,auto_converted,.gitattributes;.json;.md
cg1177/activitynet_internvideo2_6b_w16_s8,True,auto_converted,.gitattributes;.md;.partaa;.partab;.partac;.partad;.partae;.partaf;.partag;.partah;.partai;.partaj;.partak;.partal;.partam;.partan;.partao;.partap;.partaq;.partar;.partas;.partat
cg1177/thumos14_internvideo2_6b_w16_s4,True,auto_converted,.gitattributes;.md;.partaa;.partab;.partac;.partad
visheratin/google_landmarks_photos,True,native,.gitattributes;.md;.parquet
deccan-ai/insuranceQA-v2,True,auto_converted,.gitattributes;.jsonl;.md
solarbench/SKIPPD,True,native,.gitattributes;.md;.parquet
cassiekang/cub200_dataset,True,native,.gitattributes;.jpg;.md;.parquet;.py
fsicoli/common_voice_17_0,True,auto_converted,.gitattributes;.json;.md;.py;.tar;.tsv
unicamp-dl/quati,True,auto_converted,.gitattributes;.md;.py;.tsv;.txt
KisanVaani/agriculture-qa-english-only,True,native,.gitattributes;.md;.parquet
Anthropic/persuasion,True,auto_converted,.csv;.gitattributes;.md
JailbreakV-28K/JailBreakV-28k,True,auto_converted,.csv;.ds_store;.gitattributes;.jpeg;.md;.png;.py;.txt
rth/sroie-2019-v2,True,native,.gitattributes;.md;.parquet
xcodemind/webcode2m,True,native,.gitattributes;.md;.parquet
sujet-ai/Sujet-Finance-Instruct-177k,True,auto_converted,.csv;.gitattributes;.md
Duino/uncensored-prompts,True,auto_converted,.csv;.gitattributes
openbmb/UltraInteract_sft,True,native,.gitattributes;.md;.parquet;.png
BitTranslate/Bittensor_subnet_19_06_04_24,True,auto_converted,.csv;.gitattributes;.md
nilq/baby-python-and-lua,True,native,.gitattributes;.md;.parquet
communityai/Open-Orca___1million-gpt-4-300k,True,native,.gitattributes;.md;.parquet
ibm-aimc/bookcorpus-wikitext-ccnews-tinystories-chunked,True,native,.gitattributes;.md;.parquet
microsoft/MeetingBank-LLMCompressed,True,native,.gitattributes;.md;.parquet
microsoft/MeetingBank-QA-Summary,True,native,.gitattributes;.md;.parquet
alvanlii/devpost-hackathon-projects,True,native,.gitattributes;.json;.md;.parquet
PleIAs/YouTube-Commons,True,native,.gitattributes;.md;.parquet
lytang/LLM-AggreFact,True,native,.gitattributes;.md;.parquet;.png
opennyaiorg/InLegalNER,True,native,.gitattributes;.md;.parquet;.zip
MBZUAI/ClArTTS,True,native,.gitattributes;.md;.parquet
djsamseng/khmer-speech-large-english-google-translations,True,native,.gitattributes;.md;.parquet
abhinand/Tamil-ARIVU,True,native,.gitattributes;.md;.parquet
bigcode/self-oss-instruct-sc2-exec-filter-50k,True,native,.gitattributes;.md;.parquet
vikhyatk/coco-val,True,native,.gitattributes;.md;.parquet
graycatHCO3/CodeAlpaca-20K-Python,True,native,.gitattributes;.md;.parquet
sentence-transformers/natural-questions,True,native,.gitattributes;.md;.parquet
sentence-transformers/yahoo-answers,True,native,.gitattributes;.md;.parquet
sentence-transformers/eli5,True,native,.gitattributes;.md;.parquet
sentence-transformers/simple-wiki,True,native,.gitattributes;.md;.parquet
retarfi/economy-watchers-survey,True,auto_converted,.gitattributes;.jsonl;.md;.py
RadGenome/RadGenome-ChestCT,True,auto_converted,.csv;.gitattributes;.gz;.json;.md;.py;.zip
VisionTheta/fineweb-1B,True,native,.gitattributes;.parquet
Kay-Sun001/Toolusing-api,True,auto_converted,.csv;.gitattributes;.md
rethinklab/Bench2Drive-Full,True,auto_converted,.gitattributes;.gz;.md
allganize/RAG-Evaluation-Dataset-KO,True,auto_converted,.csv;.gitattributes;.md
ewok-core/ewok-core-1.0,True,native,.gitattributes;.gitkeep;.md;.parquet;.txt
SeaLab/ShapeNet,True,native,.gitattributes;.md;.parquet
Forerunner/PKU-AIGI-500K,True,auto_converted,.gitattributes;.txt;.z01;.z02;.z03;.z04;.z05;.z06;.z07;.z08;.z09;.z10;.z11;.z12;.z13;.z14;.z15;.z16;.z17;.z18;.zip
openbmb/RLAIF-V-Dataset,True,native,.gitattributes;.md;.parquet
ttgroup/blueneg-release,True,auto_converted,.dng;.gitattributes;.json;.md;.pkl;.png;.tif
CardinalOperations/IndustryOR,True,auto_converted,.gitattributes;.json;.md
paperswithbacktest/Stocks-Daily-Price,True,native,.gitattributes;.md;.parquet
efederici/evol-dpo-ita,True,native,.gitattributes;.md;.parquet
vidore/docvqa_test_subsampled,True,native,.gitattributes;.md;.parquet
nvidia/HelpSteer2,True,auto_converted,.gitattributes;.gz;.md
zabir-nabil/bangla_newspaper_dataset,True,native,.gitattributes;.md;.parquet
Kubermatic/stackoverflow_QAs,True,auto_converted,.csv;.gitattributes;.md
apple/DataCompDR-12M,True,auto_converted,.gitattributes;.json;.jsonl;.md;.tar
deatos/fineweb-edu-10b-combined,True,native,.gitattributes;.parquet
oscar-corpus/community-oscar,True,auto_converted,.csv;.gitattributes;.md;.sha256;.sha384;.zst;.zst_
MS92/MangaSegmentation,True,auto_converted,.gitattributes;.json;.md;.py
kensho/DocFinQA,True,auto_converted,.gitattributes;.json;.md
edinburgh-dawg/mmlu-redux,True,auto_converted,.arrow;.csv;.gitattributes;.json;.md
ShenLab/MentalChat16K,True,auto_converted,.csv;.gitattributes;.md
speechcolab/gigaspeech2,True,auto_converted,.gitattributes;.gz;.json;.md;.tsv
truepositive/hotdog_nothotdog,True,auto_converted,.gitattributes;.gitignore;.jpg;.md
apple/TiC-DataComp,True,auto_converted,.gitattributes;.json;.md;.npy;.pkl
galileo-ai/ragbench,True,native,.gitattributes;.md;.parquet
ServiceNow/insight_bench,True,auto_converted,.csv;.ds_store;.gitattributes;.ipynb;.json;.md
mrdbourke/learn_hf_food_not_food_image_captions,True,native,.gitattributes;.md;.parquet
av555/aardvark-weather,True,auto_converted,.gitattributes;.md;.nc;.npy;.pkl
klee972/VLind-Bench,True,auto_converted,.ds_store;.gitattributes;.jpg;.json;.md
tyDiffusion/ControlNets,True,auto_converted,.gitattributes;.license;.pth;.safetensors
Aiwensile2/Minecraft_QA-pairs_Instruction_Dataset,True,auto_converted,.gitattributes;.json;.md
BAAI/Infinity-Instruct,True,native,.gitattributes;.md;.parquet;.png
metmuseum/openaccess,True,native,.gitattributes;.gz;.json;.md;.parquet;.py;.txt
latofat/uzbekpos,True,native,.gitattributes;.md;.parquet
leduckhai/VietMed-NER,True,native,.gitattributes;.md;.parquet
hf-audio/open-asr-leaderboard,True,native,.gitattributes;.md;.parquet;.yaml
Lambent/1M-finewebedu-samples256t,True,auto_converted,.gitattributes;.jsonl;.md
TucanoBR/GigaVerbo,True,native,.gitattributes;.md;.parquet;.png
DynamicSuperb/AAVESpeechRecognition_CORAAL,True,native,.gitattributes;.md;.parquet
badrex/LLM-generated-emoji-descriptions,True,native,.gitattributes;.md;.parquet
CohereLabs/fineweb-edu-350B-index,True,auto_converted,.gitattributes;.idx;.json;.md;.offsets;.zst
lodestones/photo-anatomy,True,native,.gitattributes;.md;.parquet;.tar
LouisChen15/ConstructionSite,True,native,.gitattributes;.jpg;.md;.parquet
lesserfield/translate-en-ja-id,True,auto_converted,.gitattributes;.json;.md
walledai/StrongREJECT,True,native,.gitattributes;.md;.parquet
walledai/AdvBench,True,native,.gitattributes;.md;.parquet
Exploration-Lab/iSign,True,auto_converted,.1_part_aa;.1_part_ab;.1_part_ac;.1_part_ad;.csv;.gitattributes;.md
Aratako/Synthetic-JP-Conversations-Magpie-Nemotron-4-10k,True,auto_converted,.gitattributes;.jsonl;.md
matrixglitch/wikiart-215k,True,auto_converted,.csv;.gitattributes
Mehyaar/Annotated_NER_PDF_Resumes,True,auto_converted,.gitattributes;.md;.zip
MartimZanatti/Segmentation_judgments_STJ,True,auto_converted,.gitattributes;.json;.md
wasmdashai/wasm-dataset-sa-vitspro-v1,True,native,.gitattributes;.md;.parquet
mythicinfinity/libriheavy,True,native,.gitattributes;.md;.parquet
NCSOFT/offsetbias,True,auto_converted,.gitattributes;.jsonl;.md
sarulab-speech/J-CHAT,True,auto_converted,.gitattributes;.json;.md;.txt
WHU-Sigma/HyperSIGMA_Datasets,True,auto_converted,.gitattributes;.m;.mat;.md;.mdb;.txt
HuggingFaceTB/smollm-corpus,True,native,.gitattributes;.md;.parquet
rulins/FineWeb-Edu-1BT,True,auto_converted,.gitattributes;.jsonl;.md
HuggingFaceM4/Docmatix,True,native,.gitattributes;.jpg;.md;.parquet
BangumiBase/datealivev,True,auto_converted,.gitattributes;.json;.md;.png;.zip
